agent,n,seed,value_err_rmse,policy_err_l1,premium_vs_twap,premium_ci_low,premium_ci_high,clearance_prob,wall_clock_sec,kappa_hat
C_hybrid,100,0,0.04216007512777228,0.008373688424556703,0.16596059941536404,0.13314720897810636,0.19751254699100268,0.1265,0.12528705596923828,100.0
C_hybrid,100,1,0.039682762036649936,0.008089436852350963,0.1776394831748602,0.143684678472752,0.2105506862140898,0.1185,0.08113479614257812,100.0
C_hybrid,100,2,0.1507646684843159,0.016112797743281466,-0.010438778909305625,-0.030892774472844445,0.009395769947716856,1.0,0.06994199752807617,100.0
C_hybrid,100,3,0.1375146925571589,0.006694785722255368,0.17291871468858866,0.14270650183751793,0.20224667529478502,0.656,0.07928705215454102,100.0
C_hybrid,100,4,0.057890270941066746,0.008020686852350961,0.1615293113409827,0.1311629415621434,0.19177318578341862,0.1375,0.08100676536560059,100.0
C_hybrid,100,5,0.1599670590622082,0.013634353328225973,0.005567673314828738,-0.01593090494646572,0.026792393651285582,1.0,0.05969882011413574,100.0
C_hybrid,100,6,0.07813810989315761,0.016112797743281466,-0.007607373993320578,-0.028616450458874617,0.012791605632299878,1.0,0.07013988494873047,100.0
C_hybrid,100,7,0.042174895349173666,0.011258161643019118,0.12076175624773512,0.0887316719113186,0.1520868053010817,0.0065,0.06637310981750488,100.0
C_hybrid,100,8,0.2859865695457421,0.009045415085097337,0.1396879185622473,0.10882510131735307,0.17129647770911838,0.0395,0.08208680152893066,100.0
C_hybrid,100,9,0.3667930369493102,0.0171270400499308,0.04990670886142431,0.035053920692931756,0.0649737112186701,0.0,0.08002281188964844,100.0
C_hybrid,100,10,0.10765225891301772,0.009737570209954608,0.06721246471070463,0.04552857711584118,0.08896130969634762,0.9725,0.08124613761901855,100.0
C_hybrid,100,11,0.17940308402214555,0.016112797743281466,0.0015192165871794714,-0.019926115118319286,0.022409390149833498,1.0,0.05718207359313965,100.0
C_hybrid,100,12,0.05829387353536588,0.016112797743281466,0.007480137827238678,-0.012966689513564535,0.027765536837791534,1.0,0.07931089401245117,100.0
C_hybrid,100,13,0.45466243739645057,0.016112797743281466,-0.012767203392748372,-0.03400779400263858,0.007785258081476404,1.0,0.1008000373840332,100.0
C_hybrid,100,14,0.05945720843200053,0.009144895709332423,0.13137078483859244,0.10064340574954732,0.16060470061890905,0.021,0.07911014556884766,100.0
C_hybrid,100,15,0.05269304738970927,0.02152903524006872,-0.004101612984937105,-0.024511704633308207,0.016822472072994792,1.0,0.07653665542602539,100.0
C_hybrid,100,16,0.30144359572392077,0.016112797743281466,0.01043577051978528,-0.01086338144783883,0.031934276355767274,1.0,0.06834673881530762,100.0
C_hybrid,100,17,0.31814187512138864,0.010965464241495484,0.11322386902598149,0.0866764774164228,0.1393704794832576,0.0085,0.0790858268737793,100.0
C_hybrid,100,18,0.12047616633789361,0.010802107813557444,0.12439786832626232,0.09771624044243955,0.1523965118027505,0.009,0.08479714393615723,100.0
C_hybrid,100,19,0.12588096653220304,0.012077107813557543,0.0879108319885213,0.07105054322046488,0.10434120912239722,0.0055,0.09290099143981934,100.0
C_hybrid,316,0,0.0407596768633746,0.008220832068977632,0.1718191961080097,0.13886642029627547,0.2018641362616688,0.1645,0.13618803024291992,100.0
