regime,lam_train_mult,kap_train_mult,lam_test_mult,kap_test_mult,premium,mo_per_path,clearance_prob
misspec,1.0,2.0,1.5,0.75,0.1554415318176269,0.0,1.0
misspec,1.0,2.0,1.5,1.0,0.1595451788952751,0.0,1.0
misspec,1.0,2.0,1.5,1.5,0.1344100162008152,0.0,0.999
misspec,1.0,2.0,1.5,2.0,0.13531022524083985,0.0,0.9405
misspec,1.0,2.0,2.0,0.5,0.15608347834133462,0.0,1.0
misspec,1.0,2.0,2.0,0.75,0.1559638593059482,0.0,1.0
misspec,1.0,2.0,2.0,1.0,0.15288317294609352,0.0,1.0
misspec,1.0,2.0,2.0,1.5,0.14345999424698885,0.0,1.0
misspec,1.0,2.0,2.0,2.0,0.14282195885026003,0.0,0.9875
misspec,1.5,0.5,0.5,0.5,0.20742498899251557,1.4185,0.013
misspec,1.5,0.5,0.5,0.75,0.11755903642540136,3.3,0.0005
misspec,1.5,0.5,0.5,1.0,0.07223567686813345,4.608,0.0
misspec,1.5,0.5,0.5,1.5,0.033907082967311396,5.973,0.0
misspec,1.5,0.5,0.5,2.0,0.0196918608081418,6.507,0.0
misspec,1.5,0.5,0.75,0.5,0.27940694160430724,0.384,0.124
misspec,1.5,0.5,0.75,0.75,0.16453936134927397,1.9675,0.005
misspec,1.5,0.5,0.75,1.0,0.10004537875566137,3.6505,0.0005
misspec,1.5,0.5,0.75,1.5,0.04475025023455825,5.4975,0.0
misspec,1.5,0.5,0.75,2.0,0.024255079874588175,6.27,0.0
misspec,1.5,0.5,1.0,0.5,0.3367574800941706,0.0765,0.3155
misspec,1.5,0.5,1.0,0.75,0.2091008750653243,1.1015,0.0165
misspec,1.5,0.5,1.0,1.0,0.12634471214991536,2.7905,0.0005
misspec,1.5,0.5,1.0,1.5,0.05531294549087815,5.047,0.0
misspec,1.5,0.5,1.0,2.0,0.028761993420213457,6.0485,0.0
misspec,1.5,0.5,1.5,0.5,0.4316149785118074,0.0015,0.708
misspec,1.5,0.5,1.5,0.75,0.2645570588270451,0.2965,0.1025
misspec,1.5,0.5,1.5,1.0,0.17200389830325455,1.479,0.0065
misspec,1.5,0.5,1.5,1.5,0.07436615512345741,4.243,0.0
misspec,1.5,0.5,1.5,2.0,0.03807423718986837,5.601,0.0
misspec,1.5,0.5,2.0,0.5,0.4677039452652496,0.0,0.9005
misspec,1.5,0.5,2.0,0.75,0.31716277098516854,0.0605,0.273
misspec,1.5,0.5,2.0,1.0,0.21818161002428452,0.725,0.0185
misspec,1.5,0.5,2.0,1.5,0.0934974659221803,3.5015,0.0
misspec,1.5,0.5,2.0,2.0,0.04676601848678311,5.183,0.0
misspec,1.5,0.75,0.5,0.5,0.21605635481748922,0.2685,0.22
misspec,1.5,0.75,0.5,0.75,0.15222813357180584,1.1785,0.022
misspec,1.5,0.75,0.5,1.0,0.10894808398332634,2.3655,0.003
misspec,1.5,0.75,0.5,1.5,0.060082579824010364,4.2455,0.0
misspec,1.5,0.75,0.5,2.0,0.03801751401508378,5.3235,0.0
misspec,1.5,0.75,0.75,0.5,0.29826007209616273,0.017,0.631
misspec,1.5,0.75,0.75,0.75,0.2025411550420193,0.283,0.1335
misspec,1.5,0.75,0.75,1.0,0.15328109455207106,1.0765,0.014
misspec,1.5,0.75,0.75,1.5,0.08157433903599841,3.1615,0.0005
misspec,1.5,0.75,0.75,2.0,0.04927062174067558,4.6275,0.0
misspec,1.5,0.75,1.0,0.5,0.3268655282286247,0.001,0.88
misspec,1.5,0.75,1.0,0.75,0.24174030842913874,0.054,0.338
misspec,1.5,0.75,1.0,1.0,0.1867747619614112,0.4495,0.0675
misspec,1.5,0.75,1.0,1.5,0.10394658205605231,2.2395,0.002
misspec,1.5,0.75,1.0,2.0,0.06105322660606663,3.9455,0.0
misspec,1.5,0.75,1.5,0.5,0.3605078210240714,0.0,0.9915
misspec,1.5,0.75,1.5,0.75,0.3022366955377118,0.0015,0.728
misspec,1.5,0.75,1.5,1.0,0.231653195608482,0.057,0.247
misspec,1.5,0.75,1.5,1.5,0.1379492829084489,1.0145,0.012
misspec,1.5,0.75,1.5,2.0,0.08412165731704502,2.8,0.0005
misspec,1.5,0.75,2.0,0.5,0.3717912192472243,0.0,0.999
misspec,1.5,0.75,2.0,0.75,0.32518333498612106,0.0,0.9045
misspec,1.5,0.75,2.0,1.0,0.2639226130673265,0.0065,0.483
misspec,1.5,0.75,2.0,1.5,0.16533109103948765,0.4445,0.025
misspec,1.5,0.75,2.0,2.0,0.1036460781578508,1.8965,0.0025
misspec,1.5,1.0,0.5,0.5,0.22693489112694337,0.0505,0.524
misspec,1.5,1.0,0.5,0.75,0.16608355525171004,0.354,0.1515
misspec,1.5,1.0,0.5,1.0,0.1340169407453892,1.0115,0.0285
misspec,1.5,1.0,0.5,1.5,0.08180446344277274,2.5755,0.001
misspec,1.5,1.0,0.5,2.0,0.05538343603716487,3.856,0.0
misspec,1.5,1.0,0.75,0.5,0.2682170571333369,0.0025,0.9135
misspec,1.5,1.0,0.75,0.75,0.2167777906868497,0.0275,0.501
misspec,1.5,1.0,0.75,1.0,0.15805060240703192,0.2225,0.153
misspec,1.5,1.0,0.75,1.5,0.10677177716490431,1.2775,0.0065
misspec,1.5,1.0,0.75,2.0,0.07493296145943555,2.6755,0.0005
misspec,1.5,1.0,1.0,0.5,0.2794889969010662,0.0,0.987
misspec,1.5,1.0,1.0,0.75,0.2501904426187677,0.003,0.774
misspec,1.5,1.0,1.0,1.0,0.20143487729059908,0.0425,0.3745
misspec,1.5,1.0,1.0,1.5,0.13199313342738872,0.6235,0.029
misspec,1.5,1.0,1.0,2.0,0.09206372395921655,1.7725,0.004
misspec,1.5,1.0,1.5,0.5,0.29814610860507856,0.0,1.0
misspec,1.5,1.0,1.5,0.75,0.27057648112275784,0.0,0.972
misspec,1.5,1.0,1.5,1.0,0.24221445940497752,0.0005,0.7365
misspec,1.5,1.0,1.5,1.5,0.16129977662806583,0.1055,0.145
misspec,1.5,1.0,1.5,2.0,0.11615576094503087,0.665,0.016
misspec,1.5,1.0,2.0,0.5,0.30747048015174827,0.0,1.0
misspec,1.5,1.0,2.0,0.75,0.2832474302022882,0.0,0.997
misspec,1.5,1.0,2.0,1.0,0.2629671706089936,0.0,0.903
misspec,1.5,1.0,2.0,1.5,0.19530073189073482,0.0125,0.3175
misspec,1.5,1.0,2.0,2.0,0.1385850074042093,0.274,0.041
misspec,1.5,1.5,0.5,0.5,0.17550077792273,0.0085,0.871
misspec,1.5,1.5,0.5,0.75,0.16840618380666,0.033,0.573
misspec,1.5,1.5,0.5,1.0,0.1417066824961198,0.1435,0.2805
misspec,1.5,1.5,0.5,1.5,0.10628007666156852,0.6715,0.0375
misspec,1.5,1.5,0.5,2.0,0.0798246240132018,1.5215,0.0055
misspec,1.5,1.5,0.75,0.5,0.20677825037400813,0.0,0.9955
misspec,1.5,1.5,0.75,0.75,0.1909192687594479,0.0015,0.922
misspec,1.5,1.5,0.75,1.0,0.17640679863823272,0.0065,0.6915
misspec,1.5,1.5,0.75,1.5,0.12985730127299977,0.112,0.1785
misspec,1.5,1.5,0.75,2.0,0.10808525712077244,0.578,0.0255
misspec,1.5,1.5,1.0,0.5,0.20791500229788037,0.0,0.9995
misspec,1.5,1.5,1.0,0.75,0.20253702434465176,0.0,0.9925
misspec,1.5,1.5,1.0,1.0,0.19001312345672436,0.0,0.9115
misspec,1.5,1.5,1.0,1.5,0.1552906763389799,0.017,0.4235
misspec,1.5,1.5,1.0,2.0,0.11695859068568526,0.1665,0.0985
misspec,1.5,1.5,1.5,0.5,0.20985685995574282,0.0,1.0
misspec,1.5,1.5,1.5,0.75,0.2032081493890018,0.0,1.0
misspec,1.5,1.5,1.5,1.0,0.204951494468953,0.0,0.9945
misspec,1.5,1.5,1.5,1.5,0.17580413481121596,0.001,0.7925
misspec,1.5,1.5,1.5,2.0,0.14455822827326162,0.0105,0.3275
misspec,1.5,1.5,2.0,0.5,0.22610618980731462,0.0,1.0
misspec,1.5,1.5,2.0,0.75,0.2185776781681358,0.0,1.0
misspec,1.5,1.5,2.0,1.0,0.21292490465125663,0.0,1.0
misspec,1.5,1.5,2.0,1.5,0.18438877194533052,0.0,0.9175
misspec,1.5,1.5,2.0,2.0,0.1599087187764014,0.0005,0.5675
misspec,1.5,2.0,0.5,0.5,0.16062678259211183,0.0,0.955
misspec,1.5,2.0,0.5,0.75,0.140101226957836,0.001,0.8455
misspec,1.5,2.0,0.5,1.0,0.1439667656611473,0.0075,0.619
misspec,1.5,2.0,0.5,1.5,0.10535197855490838,0.0595,0.1965
misspec,1.5,2.0,0.5,2.0,0.08975910602395845,0.219,0.054
misspec,1.5,2.0,0.75,0.5,0.1630027230974924,0.0,1.0
misspec,1.5,2.0,0.75,0.75,0.15629131068443616,0.0,0.992
misspec,1.5,2.0,0.75,1.0,0.1539924990780012,0.0,0.928
misspec,1.5,2.0,0.75,1.5,0.14107120850732796,0.001,0.5895
misspec,1.5,2.0,0.75,2.0,0.10967137692275478,0.015,0.219
misspec,1.5,2.0,1.0,0.5,0.17014415381099987,0.0,1.0
misspec,1.5,2.0,1.0,0.75,0.16592811048091058,0.0,0.9995
misspec,1.5,2.0,1.0,1.0,0.16029407996802356,0.0,0.9935
misspec,1.5,2.0,1.0,1.5,0.15134604708197097,0.0,0.831
misspec,1.5,2.0,1.0,2.0,0.13588041693921604,0.001,0.453
misspec,1.5,2.0,1.5,0.5,0.1683903662527266,0.0,1.0
misspec,1.5,2.0,1.5,0.75,0.18113698659697627,0.0,1.0
misspec,1.5,2.0,1.5,1.0,0.1714299077735113,0.0,0.9995
misspec,1.5,2.0,1.5,1.5,0.15467085189507085,0.0,0.982
misspec,1.5,2.0,1.5,2.0,0.1489784393444353,0.0,0.7975
misspec,1.5,2.0,2.0,0.5,0.17410043144281356,0.0,1.0
misspec,1.5,2.0,2.0,0.75,0.17588328215351076,0.0,1.0
misspec,1.5,2.0,2.0,1.0,0.17303100725390594,0.0,1.0
misspec,1.5,2.0,2.0,1.5,0.15626944804802503,0.0,0.9995
misspec,1.5,2.0,2.0,2.0,0.153800865788726,0.0,0.9365
misspec,2.0,0.5,0.5,0.5,0.1884059232882716,1.9465,0.0045
misspec,2.0,0.5,0.5,0.75,0.10328501952908309,3.94,0.0005
misspec,2.0,0.5,0.5,1.0,0.06175964210907796,5.0995,0.0
misspec,2.0,0.5,0.5,1.5,0.028998660658210072,6.212,0.0
misspec,2.0,0.5,0.5,2.0,0.018375560800245522,6.62,0.0
misspec,2.0,0.5,0.75,0.5,0.26563520071574964,0.763,0.051
misspec,2.0,0.5,0.75,0.75,0.14629243206801817,2.722,0.002
misspec,2.0,0.5,0.75,1.0,0.08485812319374114,4.3045,0.0
misspec,2.0,0.5,0.75,1.5,0.03734996422079061,5.847,0.0
misspec,2.0,0.5,0.75,2.0,0.02197505819342203,6.4205,0.0
misspec,2.0,0.5,1.0,0.5,0.3245869042662227,0.2395,0.1605
misspec,2.0,0.5,1.0,0.75,0.1834280990455592,1.748,0.0055
misspec,2.0,0.5,1.0,1.0,0.10712920227433341,3.5745,0.0005
misspec,2.0,0.5,1.0,1.5,0.046140758547108446,5.477,0.0
misspec,2.0,0.5,1.0,2.0,0.025472282557374628,6.2375,0.0
misspec,2.0,0.5,1.5,0.5,0.42433771024741823,0.0135,0.5135
misspec,2.0,0.5,1.5,0.75,0.24716462261859437,0.684,0.0325
misspec,2.0,0.5,1.5,1.0,0.15077436688373358,2.298,0.002
misspec,2.0,0.5,1.5,1.5,0.06134867153829217,4.8215,0.0
misspec,2.0,0.5,1.5,2.0,0.031658013554606415,5.89,0.0
misspec,2.0,0.5,2.0,0.5,0.47966372993475104,0.001,0.7645
misspec,2.0,0.5,2.0,0.75,0.29534484409257605,0.2235,0.1205
misspec,2.0,0.5,2.0,1.0,0.1849547001419949,1.3955,0.006
misspec,2.0,0.5,2.0,1.5,0.0761927840080906,4.228,0.0
misspec,2.0,0.5,2.0,2.0,0.03832531251538114,5.551,0.0
misspec,2.0,0.75,0.5,0.5,0.22555500259792033,0.4985,0.132
misspec,2.0,0.75,0.5,0.75,0.14138129970297186,1.7255,0.0065
misspec,2.0,0.75,0.5,1.0,0.09749363321192599,3.091,0.0005
misspec,2.0,0.75,0.5,1.5,0.05129010672601251,4.8235,0.0
misspec,2.0,0.75,0.5,2.0,0.0325161841379761,5.721,0.0
misspec,2.0,0.75,0.75,0.5,0.29819045425320073,0.049,0.457
misspec,2.0,0.75,0.75,0.75,0.19377626048949975,0.625,0.0635
misspec,2.0,0.75,0.75,1.0,0.13356632714701322,1.762,0.0055
misspec,2.0,0.75,0.75,1.5,0.06900263074992205,3.929,0.0
misspec,2.0,0.75,0.75,2.0,0.042355311697766095,5.1555,0.0
misspec,2.0,0.75,1.0,0.5,0.3414522206056247,0.008,0.771
misspec,2.0,0.75,1.0,0.75,0.23792570842912675,0.189,0.189
misspec,2.0,0.75,1.0,1.0,0.1698843199114531,0.9365,0.018
misspec,2.0,0.75,1.0,1.5,0.08727089848204045,3.117,0.0005
misspec,2.0,0.75,1.0,2.0,0.05179208055274433,4.622,0.0
misspec,2.0,0.75,1.5,0.5,0.382791321237687,0.0,0.9715
misspec,2.0,0.75,1.5,0.75,0.3023554348953638,0.009,0.5415
misspec,2.0,0.75,1.5,1.0,0.20839936756214197,0.222,0.1205
misspec,2.0,0.75,1.5,1.5,0.11944076486910168,1.8365,0.0035
misspec,2.0,0.75,1.5,2.0,0.06862720916772835,3.641,0.0
misspec,2.0,0.75,2.0,0.5,0.39977593394554156,0.0,0.9955
misspec,2.0,0.75,2.0,0.75,0.33686168692385215,0.0005,0.7815
misspec,2.0,0.75,2.0,1.0,0.2632487534570628,0.0365,0.277
misspec,2.0,0.75,2.0,1.5,0.14199852646975664,1.001,0.009
misspec,2.0,0.75,2.0,2.0,0.0847663785842505,2.834,0.0
misspec,2.0,1.0,0.5,0.5,0.22723861581154375,0.0505,0.4125
misspec,2.0,1.0,0.5,0.75,0.1600261028960842,0.318,0.0755
misspec,2.0,1.0,0.5,1.0,0.11633139181441166,0.908,0.0075
misspec,2.0,1.0,0.5,1.5,0.06959797747682268,2.4705,0.0005
misspec,2.0,1.0,0.5,2.0,0.04548561725479899,3.593,0.0
misspec,2.0,1.0,0.75,0.5,0.2851644940109113,0.002,0.8425
misspec,2.0,1.0,0.75,0.75,0.22106194755839792,0.035,0.3145
misspec,2.0,1.0,0.75,1.0,0.15226813000950973,0.236,0.0675
misspec,2.0,1.0,0.75,1.5,0.09641793397954922,1.3005,0.004
misspec,2.0,1.0,0.75,2.0,0.06181337986439638,2.637,0.0005
misspec,2.0,1.0,1.0,0.5,0.30528322798981933,0.0,0.9675
misspec,2.0,1.0,1.0,0.75,0.2498201988777131,0.001,0.6315
misspec,2.0,1.0,1.0,1.0,0.19527892112132975,0.048,0.202
misspec,2.0,1.0,1.0,1.5,0.11533502222276562,0.6325,0.008
misspec,2.0,1.0,1.0,2.0,0.07632230997078034,1.843,0.0005
misspec,2.0,1.0,1.5,0.5,0.3184659574686269,0.0,0.9995
misspec,2.0,1.0,1.5,0.75,0.2889769202079846,0.0,0.9275
misspec,2.0,1.0,1.5,1.0,0.23615156628764686,0.0005,0.552
misspec,2.0,1.0,1.5,1.5,0.15809097236613226,0.127,0.05
misspec,2.0,1.0,1.5,2.0,0.10409398972080385,0.7995,0.004
misspec,2.0,1.0,2.0,0.5,0.332493647900435,0.0,1.0
misspec,2.0,1.0,2.0,0.75,0.30016974784230455,0.0,0.9875
misspec,2.0,1.0,2.0,1.0,0.27138048323860403,0.0,0.811
misspec,2.0,1.0,2.0,1.5,0.1801082744404969,0.02,0.1535
misspec,2.0,1.0,2.0,2.0,0.12228232065902196,0.313,0.011
misspec,2.0,1.5,0.5,0.5,0.19290441972286612,0.005,0.8195
misspec,2.0,1.5,0.5,0.75,0.1670089856186721,0.028,0.432
misspec,2.0,1.5,0.5,1.0,0.13222712962969427,0.1245,0.166
misspec,2.0,1.5,0.5,1.5,0.09778214412591461,0.666,0.013
misspec,2.0,1.5,0.5,2.0,0.07078732930539858,1.479,0.0025
misspec,2.0,1.5,0.75,0.5,0.2236210162155114,0.0,0.987
misspec,2.0,1.5,0.75,0.75,0.19889832352982703,0.0005,0.859
misspec,2.0,1.5,0.75,1.0,0.18060943776797195,0.0035,0.5175
misspec,2.0,1.5,0.75,1.5,0.11957489953258273,0.1285,0.0865
misspec,2.0,1.5,0.75,2.0,0.09199135208995986,0.5095,0.0125
misspec,2.0,1.5,1.0,0.5,0.2203778198757185,0.0,1.0
misspec,2.0,1.5,1.0,0.75,0.20983359336488525,0.0,0.969
misspec,2.0,1.5,1.0,1.0,0.190562263883123,0.0,0.807
misspec,2.0,1.5,1.0,1.5,0.14444209381312748,0.026,0.2255
misspec,2.0,1.5,1.0,2.0,0.11431367663929771,0.191,0.034
misspec,2.0,1.5,1.5,0.5,0.23845269414456793,0.0,1.0
misspec,2.0,1.5,1.5,0.75,0.22638661808545815,0.0,1.0
misspec,2.0,1.5,1.5,1.0,0.20826037746040016,0.0,0.9825
misspec,2.0,1.5,1.5,1.5,0.187893645296935,0.001,0.603
misspec,2.0,1.5,1.5,2.0,0.1376031737085756,0.0115,0.179
misspec,2.0,1.5,2.0,0.5,0.2372655923690216,0.0,1.0
misspec,2.0,1.5,2.0,0.75,0.23788358850023883,0.0,1.0
misspec,2.0,1.5,2.0,1.0,0.22391995877360682,0.0,0.9985
misspec,2.0,1.5,2.0,1.5,0.19379423680488703,0.0,0.8335
misspec,2.0,1.5,2.0,2.0,0.15919364682265566,0.0005,0.358
misspec,2.0,2.0,0.5,0.5,0.1665427846677169,0.0015,0.9305
misspec,2.0,2.0,0.5,0.75,0.15504847721510254,0.0055,0.7305
misspec,2.0,2.0,0.5,1.0,0.14237141951169735,0.02,0.454
misspec,2.0,2.0,0.5,1.5,0.10558061118208749,0.1395,0.118
misspec,2.0,2.0,0.5,2.0,0.08241276371321488,0.5075,0.015
misspec,2.0,2.0,0.75,0.5,0.17300081705401496,0.0,0.999
misspec,2.0,2.0,0.75,0.75,0.16497057418632932,0.0,0.975
misspec,2.0,2.0,0.75,1.0,0.15626234994965357,0.0,0.8725
misspec,2.0,2.0,0.75,1.5,0.13148041855039921,0.008,0.3955
misspec,2.0,2.0,0.75,2.0,0.10623220979975664,0.076,0.1055
misspec,2.0,2.0,1.0,0.5,0.17786529608226787,0.0,1.0
misspec,2.0,2.0,1.0,0.75,0.1775795352589225,0.0,0.9985
misspec,2.0,2.0,1.0,1.0,0.17575408885603083,0.0,0.979
misspec,2.0,2.0,1.0,1.5,0.1499464413942171,0.0,0.6935
misspec,2.0,2.0,1.0,2.0,0.13101434957790906,0.01,0.278
misspec,2.0,2.0,1.5,0.5,0.19055969415518692,0.0,1.0
misspec,2.0,2.0,1.5,0.75,0.18504033982419288,0.0,1.0
misspec,2.0,2.0,1.5,1.0,0.1822567553994496,0.0,1.0
misspec,2.0,2.0,1.5,1.5,0.16383348992774535,0.0,0.9485
misspec,2.0,2.0,1.5,2.0,0.15667688430851498,0.0,0.6405
misspec,2.0,2.0,2.0,0.5,0.18127880423877396,0.0,1.0
misspec,2.0,2.0,2.0,0.75,0.18500169749241901,0.0,1.0
misspec,2.0,2.0,2.0,1.0,0.1904742593342613,0.0,1.0
misspec,2.0,2.0,2.0,1.5,0.17747481741891533,0.0,0.996
misspec,2.0,2.0,2.0,2.0,0.16119623335040664,0.0,0.8625
