regime,strategy,premium_vs_twap,ci_low,ci_high,clearance_prob,mo_per_path,lo_per_path
Regime II,TWAP,0.0,0.0,0.0,1.0,100.0,0.0
Regime II,Almgren-Chriss,-0.5763453714196148,-1.2209362617697606,0.09218026591814452,1.0,100.0,0.0
Regime II,VWAP,-0.9067508123811376,-1.758573362777807,-0.02459732807366952,1.0,100.0,0.0
Regime II,POV 10pct,-0.4993135196141727,-1.511733975566981,0.5566739614602166,1.0,50.0,0.0
Regime II,Pure passive,0.7854822700154409,-0.22775596421143676,1.7512664293829525,0.0,0.0,67.3765
Regime II,Pure aggressive,-0.49547754220224804,-1.1348770363021843,0.1390514915343035,1.0,92.699,7.301
Regime II,FD Optimal,0.9748930261462758,0.27284031204121817,1.6311149064943917,0.8565,30.636,69.201
Regime II,Plug-in MLE (1000 fills),0.9583139423660219,0.23928171683461094,1.6382619748374623,0.862,29.7415,70.1055
