regime,lam_train_mult,kap_train_mult,lam_test_mult,kap_test_mult,premium,mo_per_path,clearance_prob
misspec,1.0,2.0,1.0,2.0,0.12504539007968243,0.0,0.722
misspec,1.0,2.0,1.5,0.5,0.15552976721838066,0.0,1.0
misspec,1.0,2.0,1.5,0.75,0.1554415318176269,0.0,1.0
misspec,1.0,2.0,1.5,1.0,0.1595451788952751,0.0,1.0
misspec,1.0,2.0,1.5,1.5,0.13440501620081519,0.0,0.999
misspec,1.0,2.0,1.5,2.0,0.13499522524083998,0.0,0.9405
misspec,1.0,2.0,2.0,0.5,0.15608347834133462,0.0,1.0
misspec,1.0,2.0,2.0,0.75,0.1559638593059482,0.0,1.0
misspec,1.0,2.0,2.0,1.0,0.15288317294609352,0.0,1.0
misspec,1.0,2.0,2.0,1.5,0.14345999424698885,0.0,1.0
misspec,1.0,2.0,2.0,2.0,0.14275945885026,0.0,0.9875
misspec,1.5,0.5,0.5,0.5,0.1939349889925176,1.4185,0.013
misspec,1.5,0.5,0.5,0.75,0.10281153642540448,3.3,0.0005
misspec,1.5,0.5,0.5,1.0,0.05738317686813622,4.608,0.0
misspec,1.5,0.5,0.5,1.5,0.01902708296731413,5.973,0.0
misspec,1.5,0.5,0.5,2.0,0.004809360808144504,6.507,0.0
misspec,1.5,0.5,0.75,0.5,0.2696069416043084,0.384,0.124
misspec,1.5,0.5,0.75,0.75,0.15028936134927665,1.9675,0.005
misspec,1.5,0.5,0.75,1.0,0.08530037875566496,3.6505,0.0005
misspec,1.5,0.5,0.75,1.5,0.029937750234561862,5.4975,0.0
misspec,1.5,0.5,0.75,2.0,0.009435079874591168,6.27,0.0
misspec,1.5,0.5,1.0,0.5,0.33058498009417164,0.0765,0.3155
misspec,1.5,0.5,1.0,0.75,0.19592337506532714,1.1015,0.0165
misspec,1.5,0.5,1.0,1.0,0.11180721214991832,2.7905,0.0005
misspec,1.5,0.5,1.0,1.5,0.04054544549088129,5.047,0.0
misspec,1.5,0.5,1.0,2.0,0.013971993420216591,6.0485,0.0
misspec,1.5,0.5,1.5,0.5,0.4297374785118078,0.0015,0.708
misspec,1.5,0.5,1.5,0.75,0.2548345588270467,0.2965,0.1025
misspec,1.5,0.5,1.5,1.0,0.15821889830325794,1.479,0.0065
misspec,1.5,0.5,1.5,1.5,0.05972365512345999,4.243,0.0
misspec,1.5,0.5,1.5,2.0,0.023394237189871887,5.601,0.0
misspec,1.5,0.5,2.0,0.5,0.4671539452652495,0.0,0.9005
misspec,1.5,0.5,2.0,0.75,0.3108652709851698,0.0605,0.273
misspec,1.5,0.5,2.0,1.0,0.20575911002428737,0.725,0.0185
misspec,1.5,0.5,2.0,1.5,0.0789849659221829,3.5015,0.0
misspec,1.5,0.5,2.0,2.0,0.03217101848678678,5.183,0.0
misspec,1.5,0.75,0.5,0.5,0.2077588548174905,0.2685,0.22
misspec,1.5,0.75,0.5,0.75,0.1389981335718081,1.1785,0.022
misspec,1.5,0.75,0.5,1.0,0.094393083983329,2.3655,0.003
misspec,1.5,0.75,0.5,1.5,0.04522257982401251,4.2455,0.0
misspec,1.5,0.75,0.5,2.0,0.023142514015086362,5.3235,0.0
misspec,1.5,0.75,0.75,0.5,0.2955225720961631,0.017,0.631
misspec,1.5,0.75,0.75,0.75,0.19318865504202198,0.283,0.1335
misspec,1.5,0.75,0.75,1.0,0.14001859455207458,1.0765,0.014
misspec,1.5,0.75,0.75,1.5,0.06685183903600156,3.1615,0.0005
misspec,1.5,0.75,0.75,2.0,0.03443812174067841,4.6275,0.0
misspec,1.5,0.75,1.0,0.5,0.3261205282286251,0.001,0.88
misspec,1.5,0.75,1.0,0.75,0.23610030842913957,0.054,0.338
misspec,1.5,0.75,1.0,1.0,0.17594976196141285,0.4495,0.0675
misspec,1.5,0.75,1.0,1.5,0.0894490820560549,2.2395,0.002
misspec,1.5,0.75,1.0,2.0,0.04627822660606896,3.9455,0.0
misspec,1.5,0.75,1.5,0.5,0.3604603210240714,0.0,0.9915
misspec,1.5,0.75,1.5,0.75,0.3005691955377124,0.0015,0.728
misspec,1.5,0.75,1.5,1.0,0.2252506956084837,0.057,0.247
misspec,1.5,0.75,1.5,1.5,0.12466428290845112,1.0145,0.012
misspec,1.5,0.75,1.5,2.0,0.06960165731704816,2.8,0.0005
misspec,1.5,0.75,2.0,0.5,0.3717862192472243,0.0,0.999
misspec,1.5,0.75,2.0,0.75,0.32465083498612113,0.0,0.9045
misspec,1.5,0.75,2.0,1.0,0.26035511306732745,0.0065,0.483
misspec,1.5,0.75,2.0,1.5,0.1537760910394904,0.4445,0.025
misspec,1.5,0.75,2.0,2.0,0.08947357815785321,1.8965,0.0025
misspec,1.5,1.0,0.5,0.5,0.22279989112694412,0.0505,0.524
misspec,1.5,1.0,0.5,0.75,0.1566035552517121,0.354,0.1515
misspec,1.5,1.0,0.5,1.0,0.121164440745392,1.0115,0.0285
misspec,1.5,1.0,0.5,1.5,0.06712446344277598,2.5755,0.001
misspec,1.5,1.0,0.5,2.0,0.04052843603716718,3.856,0.0
misspec,1.5,1.0,0.75,0.5,0.26765705713333715,0.0025,0.9135
misspec,1.5,1.0,0.75,0.75,0.21277029068685055,0.0275,0.501
misspec,1.5,1.0,0.75,1.0,0.14924060240703407,0.2225,0.153
misspec,1.5,1.0,0.75,1.5,0.09301677716490718,1.2775,0.0065
misspec,1.5,1.0,0.75,2.0,0.060307961459437565,2.6755,0.0005
misspec,1.5,1.0,1.0,0.5,0.27941149690106626,0.0,0.987
misspec,1.5,1.0,1.0,0.75,0.2487104426187677,0.003,0.774
misspec,1.5,1.0,1.0,1.0,0.1962198772906002,0.0425,0.3745
misspec,1.5,1.0,1.0,1.5,0.11980813342739108,0.6235,0.029
misspec,1.5,1.0,1.0,2.0,0.07781622395922017,1.7725,0.004
misspec,1.5,1.0,1.5,0.5,0.29814610860507856,0.0,1.0
misspec,1.5,1.0,1.5,0.75,0.27041648112275785,0.0,0.972
misspec,1.5,1.0,1.5,1.0,0.24062945940497785,0.0005,0.7365
misspec,1.5,1.0,1.5,1.5,0.15311977662806708,0.1055,0.145
misspec,1.5,1.0,1.5,2.0,0.10349076094503391,0.665,0.016
misspec,1.5,1.0,2.0,0.5,0.30747048015174827,0.0,1.0
misspec,1.5,1.0,2.0,0.75,0.2832324302022882,0.0,0.997
misspec,1.5,1.0,2.0,1.0,0.26245217060899356,0.0,0.903
misspec,1.5,1.0,2.0,1.5,0.1902432318907357,0.0125,0.3175
misspec,1.5,1.0,2.0,2.0,0.1279425074042111,0.274,0.041
misspec,1.5,1.5,0.5,0.5,0.1745382779227304,0.0085,0.871
misspec,1.5,1.5,0.5,0.75,0.16492368380666012,0.033,0.573
misspec,1.5,1.5,0.5,1.0,0.13457418249612096,0.1435,0.2805
misspec,1.5,1.5,0.5,1.5,0.09411757666157154,0.6715,0.0375
misspec,1.5,1.5,0.5,2.0,0.06572962401320513,1.5215,0.0055
misspec,1.5,1.5,0.75,0.5,0.2067507503740081,0.0,0.9955
misspec,1.5,1.5,0.75,0.75,0.190416768759448,0.0015,0.922
misspec,1.5,1.5,0.75,1.0,0.17421679863823306,0.0065,0.6915
misspec,1.5,1.5,0.75,1.5,0.12205730127300131,0.112,0.1785
misspec,1.5,1.5,0.75,2.0,0.09621525712077476,0.578,0.0255
misspec,1.5,1.5,1.0,0.5,0.20791250229788036,0.0,0.9995
misspec,1.5,1.5,1.0,0.75,0.20249702434465175,0.0,0.9925
misspec,1.5,1.5,1.0,1.0,0.18948062345672434,0.0,0.9115
misspec,1.5,1.5,1.0,1.5,0.15085317633898096,0.017,0.4235
misspec,1.5,1.5,1.0,2.0,0.10768359068568702,0.1665,0.0985
misspec,1.5,1.5,1.5,0.5,0.20985685995574282,0.0,1.0
misspec,1.5,1.5,1.5,0.75,0.2032081493890018,0.0,1.0
misspec,1.5,1.5,1.5,1.0,0.204923994468953,0.0,0.9945
misspec,1.5,1.5,1.5,1.5,0.17463913481121607,0.001,0.7925
misspec,1.5,1.5,1.5,2.0,0.13972322827326264,0.0105,0.3275
misspec,1.5,1.5,2.0,0.5,0.22610618980731462,0.0,1.0
misspec,1.5,1.5,2.0,0.75,0.2185776781681358,0.0,1.0
misspec,1.5,1.5,2.0,1.0,0.21292490465125663,0.0,1.0
misspec,1.5,1.5,2.0,1.5,0.1839512719453305,0.0,0.9175
misspec,1.5,1.5,2.0,2.0,0.1572237187764022,0.0005,0.5675
misspec,1.5,2.0,0.5,0.5,0.16029428259211187,0.0,0.955
misspec,1.5,2.0,0.5,0.75,0.13897622695783632,0.001,0.8455
misspec,1.5,2.0,0.5,1.0,0.1408192656611482,0.0075,0.619
misspec,1.5,2.0,0.5,1.5,0.09666697855491034,0.0595,0.1965
misspec,1.5,2.0,0.5,2.0,0.07687660602396074,0.219,0.054
misspec,1.5,2.0,0.75,0.5,0.1630027230974924,0.0,1.0
misspec,1.5,2.0,0.75,0.75,0.1562488106844362,0.0,0.992
misspec,1.5,2.0,0.75,1.0,0.1535524990780013,0.0,0.928
misspec,1.5,2.0,0.75,1.5,0.1380637085073285,0.001,0.5895
misspec,1.5,2.0,0.75,2.0,0.10253387692275603,0.015,0.219
misspec,1.5,2.0,1.0,0.5,0.17014415381099987,0.0,1.0
misspec,1.5,2.0,1.0,0.75,0.1659256104809106,0.0,0.9995
misspec,1.5,2.0,1.0,1.0,0.1602540799680236,0.0,0.9935
misspec,1.5,2.0,1.0,1.5,0.15031104708197104,0.0,0.831
misspec,1.5,2.0,1.0,2.0,0.1319304169392163,0.001,0.453
misspec,1.5,2.0,1.5,0.5,0.1683903662527266,0.0,1.0
misspec,1.5,2.0,1.5,0.75,0.18113698659697627,0.0,1.0
misspec,1.5,2.0,1.5,1.0,0.17142740777351131,0.0,0.9995
misspec,1.5,2.0,1.5,1.5,0.15457585189507086,0.0,0.982
misspec,1.5,2.0,1.5,2.0,0.14787343934443548,0.0,0.7975
misspec,1.5,2.0,2.0,0.5,0.17410043144281356,0.0,1.0
misspec,1.5,2.0,2.0,0.75,0.17588328215351076,0.0,1.0
misspec,1.5,2.0,2.0,1.0,0.17303100725390594,0.0,1.0
misspec,1.5,2.0,2.0,1.5,0.15626694804802502,0.0,0.9995
misspec,1.5,2.0,2.0,2.0,0.15347086578872615,0.0,0.9365
misspec,2.0,0.5,0.5,0.5,0.17413342328827464,1.9465,0.0045
misspec,2.0,0.5,0.5,0.75,0.0884275195290862,3.94,0.0005
misspec,2.0,0.5,0.5,1.0,0.0468821421090814,5.0995,0.0
misspec,2.0,0.5,0.5,1.5,0.014116160658212607,6.212,0.0
misspec,2.0,0.5,0.5,2.0,0.003493060800248742,6.62,0.0
misspec,2.0,0.5,0.75,0.5,0.2536827007157517,0.763,0.051
misspec,2.0,0.5,0.75,0.75,0.1316399320680207,2.722,0.002
misspec,2.0,0.5,0.75,1.0,0.07002812319374485,4.3045,0.0
misspec,2.0,0.5,0.75,1.5,0.022502464220793824,5.847,0.0
misspec,2.0,0.5,0.75,2.0,0.007127558193424619,6.4205,0.0
misspec,2.0,0.5,1.0,0.5,0.31582440426622455,0.2395,0.1605
misspec,2.0,0.5,1.0,0.75,0.16925809904556283,1.748,0.0055
misspec,2.0,0.5,1.0,1.0,0.09240170227433626,3.5745,0.0005
misspec,2.0,0.5,1.0,1.5,0.031333258547111685,5.477,0.0
misspec,2.0,0.5,1.0,2.0,0.01066728255737732,6.2375,0.0
misspec,2.0,0.5,1.5,0.5,0.42076771024741877,0.0135,0.5135
misspec,2.0,0.5,1.5,0.75,0.23503462261859678,0.684,0.0325
misspec,2.0,0.5,1.5,1.0,0.13632436688373642,2.298,0.002
misspec,2.0,0.5,1.5,1.5,0.046668671538295486,4.8215,0.0
misspec,2.0,0.5,1.5,2.0,0.016970513554609226,5.89,0.0
misspec,2.0,0.5,2.0,0.5,0.478238729934751,0.001,0.7645
misspec,2.0,0.5,2.0,0.75,0.28612484409257855,0.2235,0.1205
misspec,2.0,0.5,2.0,1.0,0.17110970014199897,1.3955,0.006
misspec,2.0,0.5,2.0,1.5,0.06157528400809352,4.228,0.0
misspec,2.0,0.5,2.0,2.0,0.023692812515383452,5.551,0.0
misspec,2.0,0.75,0.5,0.5,0.21544500259792182,0.4985,0.132
misspec,2.0,0.75,0.5,0.75,0.12725379970297468,1.7255,0.0065
misspec,2.0,0.75,0.5,1.0,0.08271363321192914,3.091,0.0005
misspec,2.0,0.75,0.5,1.5,0.036412606726014644,4.8235,0.0
misspec,2.0,0.75,0.5,2.0,0.01763368413797923,5.721,0.0
misspec,2.0,0.75,0.75,0.5,0.2936454542532016,0.049,0.457
misspec,2.0,0.75,0.75,0.75,0.18220126048950272,0.625,0.0635
misspec,2.0,0.75,0.75,1.0,0.1193663271470164,1.762,0.0055
misspec,2.0,0.75,0.75,1.5,0.054190130749924945,3.929,0.0
misspec,2.0,0.75,0.75,2.0,0.027512811697768768,5.1555,0.0
misspec,2.0,0.75,1.0,0.5,0.339874720605625,0.008,0.771
misspec,2.0,0.75,1.0,0.75,0.2296782084291288,0.189,0.189
misspec,2.0,0.75,1.0,1.0,0.15693431991145546,0.9365,0.018
misspec,2.0,0.75,1.0,1.5,0.07259839848204297,3.117,0.0005
misspec,2.0,0.75,1.0,2.0,0.03700208055274706,4.622,0.0
misspec,2.0,0.75,1.5,0.5,0.382626321237687,0.0,0.9715
misspec,2.0,0.75,1.5,0.75,0.29904543489536434,0.009,0.5415
misspec,2.0,0.75,1.5,1.0,0.19915686756214393,0.222,0.1205
misspec,2.0,0.75,1.5,1.5,0.10520326486910409,1.8365,0.0035
misspec,2.0,0.75,1.5,2.0,0.053989709167731235,3.641,0.0
misspec,2.0,0.75,2.0,0.5,0.3997509339455415,0.0,0.9955
misspec,2.0,0.75,2.0,0.75,0.33558418692385217,0.0005,0.7815
misspec,2.0,0.75,2.0,1.0,0.25730875345706417,0.0365,0.277
misspec,2.0,0.75,2.0,1.5,0.12877352646975945,1.001,0.009
misspec,2.0,0.75,2.0,2.0,0.07027137858425352,2.834,0.0
misspec,2.0,1.0,0.5,0.5,0.22102861581154482,0.0505,0.4125
misspec,2.0,1.0,0.5,0.75,0.14688860289608624,0.318,0.0755
misspec,2.0,1.0,0.5,1.0,0.0992088918144155,0.908,0.0075
misspec,2.0,1.0,0.5,1.5,0.05029297747682742,2.4705,0.0005
misspec,2.0,1.0,0.5,2.0,0.02587811725480273,3.593,0.0
misspec,2.0,1.0,0.75,0.5,0.28398699401091176,0.002,0.8425
misspec,2.0,1.0,0.75,0.75,0.21447194755839932,0.035,0.3145
misspec,2.0,1.0,0.75,1.0,0.13963813000951208,0.236,0.0675
misspec,2.0,1.0,0.75,1.5,0.0781504339795525,1.3005,0.004
misspec,2.0,1.0,0.75,2.0,0.042540879864400354,2.637,0.0005
misspec,2.0,1.0,1.0,0.5,0.3050832279898193,0.0,0.9675
misspec,2.0,1.0,1.0,0.75,0.24708269887771384,0.001,0.6315
misspec,2.0,1.0,1.0,1.0,0.18702142112133097,0.048,0.202
misspec,2.0,1.0,1.0,1.5,0.09888752222276818,0.6325,0.008
misspec,2.0,1.0,1.0,2.0,0.057512309970783944,1.843,0.0005
misspec,2.0,1.0,1.5,0.5,0.31846345746862686,0.0,0.9995
misspec,2.0,1.0,1.5,0.75,0.28857442020798474,0.0,0.9275
misspec,2.0,1.0,1.5,1.0,0.2329940662876473,0.0005,0.552
misspec,2.0,1.0,1.5,1.5,0.14616347236613517,0.127,0.05
misspec,2.0,1.0,1.5,2.0,0.08708898972080652,0.7995,0.004
misspec,2.0,1.0,2.0,0.5,0.332493647900435,0.0,1.0
misspec,2.0,1.0,2.0,0.75,0.30010224784230466,0.0,0.9875
misspec,2.0,1.0,2.0,1.0,0.2702904832386044,0.0,0.811
misspec,2.0,1.0,2.0,1.5,0.17190077444049803,0.02,0.1535
misspec,2.0,1.0,2.0,2.0,0.10775732065902441,0.313,0.011
misspec,2.0,1.5,0.5,0.5,0.19137691972286666,0.005,0.8195
misspec,2.0,1.5,0.5,0.75,0.16129398561867375,0.028,0.432
misspec,2.0,1.5,0.5,1.0,0.12224212962969634,0.1245,0.166
misspec,2.0,1.5,0.5,1.5,0.08135964412591781,0.666,0.013
misspec,2.0,1.5,0.5,2.0,0.052064829305402245,1.479,0.0025
misspec,2.0,1.5,0.75,0.5,0.22353601621551142,0.0,0.987
misspec,2.0,1.5,0.75,0.75,0.1979408235298272,0.0005,0.859
misspec,2.0,1.5,0.75,1.0,0.17677943776797297,0.0035,0.5175
misspec,2.0,1.5,0.75,1.5,0.10807989953258539,0.1285,0.0865
misspec,2.0,1.5,0.75,2.0,0.07584135208996273,0.5095,0.0125
misspec,2.0,1.5,1.0,0.5,0.2203778198757185,0.0,1.0
misspec,2.0,1.5,1.0,0.75,0.20965859336488538,0.0,0.969
misspec,2.0,1.5,1.0,1.0,0.1893247638831234,0.0,0.807
misspec,2.0,1.5,1.0,1.5,0.1371395938131295,0.026,0.2255
misspec,2.0,1.5,1.0,2.0,0.10125367663930043,0.191,0.034
misspec,2.0,1.5,1.5,0.5,0.23845269414456793,0.0,1.0
misspec,2.0,1.5,1.5,0.75,0.22638661808545815,0.0,1.0
misspec,2.0,1.5,1.5,1.0,0.20816787746040025,0.0,0.9825
misspec,2.0,1.5,1.5,1.5,0.1853011452969356,0.001,0.603
misspec,2.0,1.5,1.5,2.0,0.1300581737085769,0.0115,0.179
misspec,2.0,1.5,2.0,0.5,0.2372655923690216,0.0,1.0
misspec,2.0,1.5,2.0,0.75,0.23788358850023883,0.0,1.0
misspec,2.0,1.5,2.0,1.0,0.22391245877360683,0.0,0.9985
misspec,2.0,1.5,2.0,1.5,0.19286173680488702,0.0,0.8335
misspec,2.0,1.5,2.0,2.0,0.15461114682265673,0.0005,0.358
misspec,2.0,2.0,0.5,0.5,0.16601028466771695,0.0015,0.9305
misspec,2.0,2.0,0.5,0.75,0.15287097721510295,0.0055,0.7305
misspec,2.0,2.0,0.5,1.0,0.13722641951169842,0.02,0.454
misspec,2.0,2.0,0.5,1.5,0.09424061118208997,0.1395,0.118
misspec,2.0,2.0,0.5,2.0,0.0666677637132175,0.5075,0.015
misspec,2.0,2.0,0.75,0.5,0.17299581705401496,0.0,0.999
misspec,2.0,2.0,0.75,0.75,0.16481557418632942,0.0,0.975
misspec,2.0,2.0,0.75,1.0,0.15543734994965366,0.0,0.8725
misspec,2.0,2.0,0.75,1.5,0.1264079185504003,0.008,0.3955
misspec,2.0,2.0,0.75,2.0,0.09585220979975967,0.076,0.1055
misspec,2.0,2.0,1.0,0.5,0.17786529608226787,0.0,1.0
misspec,2.0,2.0,1.0,0.75,0.1775720352589225,0.0,0.9985
misspec,2.0,2.0,1.0,1.0,0.17563908885603083,0.0,0.979
misspec,2.0,2.0,1.0,1.5,0.1479239413942172,0.0,0.6935
misspec,2.0,2.0,1.0,2.0,0.12477684957790965,0.01,0.278
misspec,2.0,2.0,1.5,0.5,0.19055969415518692,0.0,1.0
misspec,2.0,2.0,1.5,0.75,0.18504033982419288,0.0,1.0
misspec,2.0,2.0,1.5,1.0,0.1822567553994496,0.0,1.0
misspec,2.0,2.0,1.5,1.5,0.1635609899277454,0.0,0.9485
misspec,2.0,2.0,1.5,2.0,0.15441938430851568,0.0,0.6405
misspec,2.0,2.0,2.0,0.5,0.18127880423877396,0.0,1.0
misspec,2.0,2.0,2.0,0.75,0.18500169749241901,0.0,1.0
misspec,2.0,2.0,2.0,1.0,0.1904742593342613,0.0,1.0
misspec,2.0,2.0,2.0,1.5,0.1774548174189153,0.0,0.996
misspec,2.0,2.0,2.0,2.0,0.1604312333504069,0.0,0.8625
